rank,total_deposits,bank_name,latitude,longitude
2576,243701000.0,Citizens State Bank of Loyal,44.7551217,-90.2930209
2577,243583000.0,Minnesota National Bank,45.963025,-94.8648161
2578,243567000.0,First Heritage Bank,38.9711389,-94.7862124
2579,243393000.0,Holcomb Bank,42.1248511,-89.2618305
2580,243281000.0,Manhattan Bank,45.6796667,-111.064545
2581,242242000.0,Citizens Bank and Trust Company of Grainger County,,
2582,242124000.0,First Federal Bank of Ohio,40.7348577,-82.7880419
2583,242063000.0,Lake Central Bank,38.1928425,-92.6443117
2584,241807000.0,First Federal Savings and Loan Association,32.7769233,-79.9285412
2585,241569000.0,Eastern Connecticut Savings Bank,41.5148797,-72.1027578
2586,241473000.0,Putnam County State Bank,,
2587,241274000.0,PEOPLES BANK,41.7272005,-87.5514381
2588,241180000.0,"Grand Bank for Savings, FSB",,
2589,241072000.0,United National Bank,45.6100208,-74.6092433
2590,241040000.0,Savings Bank,40.6937373,-73.851612
2591,240971000.0,Republic Bank of Arizona,33.5159021,-112.0624097
2592,240742000.0,Sundown State Bank,33.1787375,-102.275468
2593,240636000.0,Farmers Savings Bank,14.8665458,120.9976397
2594,240562000.0,Century Bank of the Ozarks,,
2595,240517000.0,Community Bank of Parkersburg,,
2596,240331000.0,Nantahala Bank & Trust Company,,
2597,240210000.0,The Commercial Bank,30.74873,-99.23322
2598,240006000.0,Bank of DeSoto,,
2599,239991000.0,First Federal Bank,32.7995763,-79.9519523
2600,239380000.0,SSB Community Bank,,
2601,239297000.0,Security State Bank,30.0434179,-99.145428
2602,238649000.0,American Community Bank,41.6313629,-87.5170202
2603,238597000.0,Marblehead Bank,42.5101583,-70.8954047
2604,238595000.0,AB&T,-6.5247123,35.7878438
2605,238522000.0,The Bank of Forest,55.2889466,61.9353005
2606,238311000.0,First Community Bank,-1.2856167,36.8223468
2607,238114000.0,Tri-County Bank & Trust Company,38.0315843,-84.4923794
2608,238020000.0,Farmers State Bank,35.0916219,-92.4415866
2609,237734000.0,Lakeside Bank,41.9326015,-87.6687839
2610,237661000.0,Texas Traditions Bank,,
2611,237220000.0,State Bank of Newburg,43.4296616,-88.0461542
2612,237195000.0,Goppert Financial Bank,38.8141208,-94.2632025
2613,236996000.0,Mi Bank,42.7503644,-71.8370204
2614,236727000.0,First Financial Bank,39.1391976,-84.4431146
2615,236445000.0,Castle Rock Bank,39.3745874,-104.8601941
2616,236239000.0,Leighton State Bank,41.4084095,-92.9205862
2617,236165000.0,RiverBank,37.7360396,-120.9354895
2618,236069000.0,Success Bank,25.6155135,85.1153634
2619,236060000.0,Drake Bank,37.9751772,-122.5619255
2620,235680000.0,Security First Bank of North Dakota,,
2621,235341000.0,Madison Valley Bank,44.6561364,-111.1039176
2622,235311000.0,Metropolitan Capital Bank & Trust,,
2623,235294000.0,First Missouri State Bank,,
2624,235066000.0,1st National Bank,41.2928369,-96.1760044
2625,234901000.0,First Bank of Manhattan,40.7194184,-74.0023149
2626,234822000.0,First National Bank of Burleson,32.5638186,-97.3205679
2627,234636000.0,The Apple Creek Banking Company,,
2628,234199000.0,The Fort Jennings State Bank,40.9146304,-84.0643635
2629,234069000.0,Sawyer Savings Bank,42.078818,-73.9542623
2630,234009000.0,Wray State Bank,,
2631,233591000.0,Nekoosa Port Edwards State Bank,44.200848,-89.8087961
2632,233549000.0,Community First Bank of the Heartland,36.3388695,-88.8731261
2633,233470000.0,Clackamas County Bank,45.5065544,-122.4201455
2634,233460000.0,Applied Bank,38.7124866,-75.1031518
2635,233156000.0,Pathway Bank,51.6592618,-3.3299484
2636,232995000.0,The Farmers Savings Bank,44.9777258,-93.2702431
2637,232954000.0,"Iowa State Bank and Trust Company of Fairfield, Iowa",,
2638,232881000.0,Homeland Community Bank,35.6993036,-85.7858694
2639,232774000.0,East Wisconsin Savings Bank,44.2781509,-88.2727022
2640,232475000.0,"Locus Bank, Inc.",,
2641,232290000.0,Greenville Federal,38.8677736,-89.4094551
2642,231702000.0,"FNB Bank, Inc.",,
2643,231616000.0,VIKING BANK,45.8514902,-95.3902048
2644,231442000.0,The Havana National Bank,,
2645,231353000.0,Sundance State Bank,44.406045,-104.3797806
2646,231237000.0,United Citizens Bank of Southern Kentucky,,
2647,231192000.0,Community Partners Savings Bank,,
2648,231085000.0,Union Savings and Loan Association,36.3178921,-82.3498782
2649,230980000.0,The First National Bank of Ballinger,,
2650,230949000.0,Farmers and Merchants State Bank,32.75966,-97.79718
2651,230676000.0,Bank of Grand Lake,,
2652,230414000.0,BancCentral,,
2653,230275000.0,First National Bank of Steeleville,,
2654,230261000.0,"Gateway Bank, F.S.B.",,
2655,230231000.0,Georgia First Bank,32.3823444,-82.5867971
2656,230208000.0,First Trust and Savings Bank,41.8242362,-90.6474733
2657,230152000.0,Summit Bank,37.8185079,-122.2626097
2658,229461000.0,Logansport Savings Bank,40.754664,-86.3604479
2659,229219000.0,Auburn State Bank,,
2660,229016000.0,Washington Savings Bank,40.1087931,-75.0254287
2661,228872000.0,Fairfax State Savings Bank,,
2662,228130000.0,Peoples Bank,41.7272005,-87.5514381
2663,227512000.0,The Payne County Bank,,
2664,227505000.0,Citizens Bank,40.619286,-74.0325034
2665,227323000.0,FBT Bank & Mortgage,,
2666,227106000.0,Bedford Federal Savings Bank,38.8618515,-86.485432
2667,227034000.0,Merchants Bank,49.2817958,-123.1047386
2668,226924000.0,Kanza Bank,37.7243616,-97.2086594
2669,226744000.0,Alliant Bank,42.0070619,-87.9048485
2670,226734000.0,Lamar Bank and Trust Company,,
2671,226655000.0,Warren-Boynton State Bank,,
2672,226580000.0,Craft Bank,59.862001,30.189716
2673,226302000.0,South Coast Bank & Trust,,
2674,226234000.0,Bank of Brookhaven,,
2675,226084000.0,Community First Bank,32.7566658,-79.9726275
2676,225916000.0,BANKWEST,-33.9148779,151.2404766
2677,225802000.0,United Community Bank,3.1892015,101.7311394
2678,225782000.0,First Bank & Trust Company,37.3269868,-79.5015951
2679,225745000.0,State Bank of Cochran,,
2680,225692000.0,First New Mexico Bank,,
2681,225658000.0,Kaw Valley State Bank and Trust Company,,
2682,225585000.0,1st Bank of Sea Isle City,,
2683,225371000.0,Mediapolis Savings Bank,,
2684,225336000.0,Security Bank USA,39.0447947,-94.5987887
2685,225186000.0,"Interamerican Bank, A FSB",,
2686,224799000.0,"Commercial State Bank, of Wagner",,
2687,224664000.0,Collins State Bank,43.1607518,-88.0923477
2688,224166000.0,The Peoples Bank,34.5086246,-82.6516822
2689,224058000.0,DeWitt Bank & Trust Co.,41.8238753,-90.5393111
2690,224036000.0,HNB First Bank,,
2691,223971000.0,YNB,24.1480301,38.0626738
2692,223633000.0,First Federal Savings Bank of Kentucky,38.1983238,-84.8769258
2693,223276000.0,Clarion County Community Bank,41.2159025,-79.3876295
2694,223223000.0,Citizens State Bank,41.1394038,-96.0511266
2695,222540000.0,Lafayette State Bank,29.7542152,-82.8623191
2696,222375000.0,Jim Thorpe Neighborhood Bank,40.8637184,-75.7383161
2697,222229000.0,Raritan State Bank,,
2698,222103000.0,Western National Bank,31.9054271,-102.2840413
2699,221929000.0,Lee Bank and Trust Company,32.6279418,-85.450405
2700,221769000.0,Merchants and Farmers Bank,40.4524013,-86.9101344
2701,221559000.0,The First National Bank of Manchester,,
2702,221313000.0,"Incommons Bank, N.A.",,
2703,221137000.0,Waycross Bank & Trust,,
2704,221072000.0,Classic City Bank,33.9479719,-83.4148621
2705,221040000.0,FNB Bank,36.5989111,-88.3148062
2706,220995000.0,The Farmers State Bank of Waupaca,,
2707,220936000.0,Center National Bank,45.0240916,-93.4811956
2708,220839000.0,First Federal Bank of Wisconsin,42.9720976,-87.9091811
2709,220221000.0,Huron Valley State Bank,42.5815899,-83.6117282
2710,220004000.0,Wyoming Community Bank,43.5346443,-109.6383326
2711,220003000.0,Bank of Alapaha,,
2712,219997000.0,Seneca Savings,43.1590594,-76.3332248
2713,219905000.0,Tandem Bank,46.8419468,29.6569788
2714,219466000.0,Bank of The Rockies,46.591485,-112.0048392
2715,219451000.0,The Bankers Bank,35.5626333,-97.5657217
2716,219343000.0,Stryv Bank,,
2717,219282000.0,Bank of Salem,37.6456036,-91.5365259
2718,218674000.0,Cherokee State Bank,44.9278487,-93.1021594
2719,218655000.0,Hibernia Bank,30.0057006,-90.2037909
2720,218587000.0,Community Savings,49.2379789,-123.0316347
2721,218448000.0,Security Savings Bank,38.8843002,-94.672063
2722,218379000.0,FNB Bank,36.5989111,-88.3148062
2723,218045000.0,The Citizens Bank of Winfield,,
2724,217762000.0,Bank of Holland,42.7629844,-78.6350509
2725,217686000.0,Taylor County Bank,37.3427521,-85.3425701
2726,217522000.0,Nebraska State Bank and Trust Company,,
2727,217509000.0,Union Bank,7.4073307,3.9100162
2728,217292000.0,Community Bank of Marshall,39.1082877,-93.1954677
2729,216584000.0,Hometown Bank,29.2760561,-94.8105578
2730,216327000.0,Guthrie County State Bank,,
2731,215777000.0,Hendricks County Bank and Trust Company,,
2732,215723000.0,The First National Bank of Bangor,,
2733,215391000.0,First Bank Hampton,,
2734,215238000.0,American Bank & Trust Company,29.9524242,-90.0707727
2735,215108000.0,Bank of Wolcott,,
2736,215100000.0,Vintage Bank Kansas,37.8178048,-96.8917265
2737,215097000.0,Harvest Bank,51.7717226,-1.5946124
2738,215061000.0,The Bank of Monroe,,
2739,214803000.0,Freedom Bank,43.2444045,76.9417304
2740,214725000.0,The Citizens First National Bank of Storm Lake,,
2741,214653000.0,Varo Bank,,
2742,214650000.0,North Valley Bank,39.9146598,-105.0599842
2743,214528000.0,Bank of Hindman,37.3552088,-82.9900783
2744,214413000.0,Bodcaw Bank,33.2866247,-93.2360483
2745,214339000.0,Bank of Franklin,31.5791462,-90.4580903
2746,213902000.0,North Shore Trust and Savings,,
2747,213831000.0,Columbus Bank and Trust Company,,
2748,213830000.0,The Farmers Bank,40.0351249,-85.9960907
2749,213821000.0,South Georgia Bank,32.0811815,-82.1109268
2750,213689000.0,The City National Bank of Taylor,,
2751,213658000.0,FirstOak Bank,,
2752,213490000.0,Cornerstone State Bank,46.7212325,-92.4468314
2753,213447000.0,Bank of the Federated States of Micronesia,,
2754,213414000.0,The First National Bank and Trust Company of Broken Arrow,,
2755,213363000.0,The Idabel National Bank,,
2756,213285000.0,First State Bank of Purdy,,
2757,213250000.0,Sewickley Savings Bank,40.5194014,-80.165814
2758,213102000.0,The Citizens Bank,34.3717148,-89.4967153
2759,212861000.0,The Farmers State Bank,40.2554952,-103.623591
2760,212778000.0,Guadalupe Bank,30.0711966,-99.1876721
2761,212251000.0,Ozarks Federal Savings and Loan Association,,
2762,212126000.0,The First National Bank of Sterling City,,
2763,212121000.0,County Bank,37.3188744,-120.4761589
2764,212102000.0,Eagle Rock Bank,,
2765,212078000.0,Farmers Savings Bank & Trust,41.6613413,-92.0105587
2766,212015000.0,The Commercial Bank of Grayson,,
2767,211837000.0,Charlevoix State Bank,,
2768,211680000.0,Commercial State Bank,33.5191868,-101.9598829
2769,211487000.0,Longview Community Bank,32.461689,-94.7318786
2770,211395000.0,The First National Bank and Trust,40.208337,-75.1038457
2771,211016000.0,Citizens Bank,40.619286,-74.0325034
2772,210992000.0,New Carlisle Federal Savings Bank,,
2773,210872000.0,Patriots Bank,38.8121756,-94.9094613
2774,210602000.0,Wayne Bank and Trust Co.,,
2775,210343000.0,The First National Bank of Sycamore,,
2776,210170000.0,The Anna -Jonesboro National Bank,,
2777,209922000.0,Valley Bank of Nevada,36.0704268,-115.0785363
2778,209695000.0,The Clay City Banking Co.,,
2779,209693000.0,Union State Bank,33.3915734,-86.7966417
2780,209607000.0,First Bank of Coastal Georgia,,
2781,209447000.0,The Harrison Building and Loan Association,,
2782,209028000.0,Farmers Bank and Trust Company,,
2783,208317000.0,The Farmers State Bank of Westmoreland,,
2784,207981000.0,"The Farmers State Bank of Oakley, Kansas",,
2785,207827000.0,The Wilmington Savings Bank,39.4480691,-83.8281073
2786,207549000.0,Bank of Perry County,,
2787,207268000.0,The Colorado Bank and Trust Company of La Junta,,
2788,207251000.0,Union State Bank of Hazen,,
2789,207015000.0,Redstone Bank,39.5953653,-104.8051129
2790,206813000.0,Quoin Financial Bank,,
2791,206522000.0,Bank of Weston,39.422795,-94.8989605
2792,206380000.0,Riverside Bank of Dublin,,
2793,205802000.0,Partners Bank of Wisconsin,44.8031821,-90.0796202
2794,205564000.0,Bank of Rantoul,40.3085256,-88.1570387
2795,205514000.0,Security State Bank of Marine,45.1981172,-92.7696698
2796,205486000.0,Spring Hill State Bank,32.553577,-94.7992572
2797,205440000.0,Intercity State Bank,44.9185793,-89.6131105
2798,205178000.0,Grand Rapids State Bank,47.2217002,-93.5292073
2799,205161000.0,Heartland Bank,-36.8689007,174.7753733
2800,205142000.0,First Bank of Boaz,,
2801,205130000.0,Mountain Valley Bank,34.1063984,-83.5926153
2802,205042000.0,Smackover State Bank,,
